,level_upper,Название технического места
3056,11-ZIF-Z123-STKM-UKM2-KO03-KIPA,Оборудование КИПиА
3057,05-SGE-CTVS-UTVS-UEXP-SKOS-RVKP-PUMP,Насосы
3058,11-ZIF-Z123-UPPR-KPRK-ML03-KIPA,Оборудование КИПиА
3059,05-ZIF-5UPR-HT07,Уст-ка газоочистная В9
3060,11-ZIF-ZIF4-GMO4-UOSH-PU36,Насос центробежный №185-2
3061,11-RUD-UOUS,Участок по оборке уступов
3062,11-ZIF-ZIF4-ORP4-PW04,Комплектная трансформаторная подстанция
3063,11-ZIF-Z123-GMO3-URUG,Участок регенерации угля ГМО-3
3064,05-ZIF-4GTS-NOVS-PU03,Насос ц/б I.080.3
3065,71-PPE-TEHS-AVRM-EQUI,Оборуд-е ремонтное и диагностическое
3066,05-SGE-CSPS-UPST-PW36-BB01,Секция шин №1
3067,71-TRA-AVTR-AVT3-TR4Z,Тягач седельный №Р297КН
3068,05-ZIF-2ORP-2OGR-MQ34,Концентратор гравитац. I.068.23
3069,05-ZIF-CS01-VENT,Вентиляторы
3070,11-ZIF-Z123-GMO3-UDEL-TA09,Емкость №304-3
3071,11-ZIF-Z123-GMO2-USR1-TA17-KIPA,Оборудование КИПиА
3072,11-ZIF-Z123-UPVC-UCEN-PU15-KIPA,Оборудование КИПиА
3073,11-ZIF-Z123-ORP2-UFLT-TA06,Зумпф №31
3074,11-ZIF-Z123-OBOK-UPRR-TA07-KIPA,Оборудование КИПиА
3075,11-ZIF-Z123-ORP3-UPRR-TA07-KIPA,Оборудование КИПиА
3076,73-BOD-TRUC,ПБ Бодайбо. Транспортный участок
3077,05-ZIF-4GTS-PPNS-PU03-KIPA,Оборудование КИПиА
3078,11-ZIF-Z123-OBOK-BIO1-TA32-KIPA,Оборудование КИПиА
3079,11-MGO-CRGT-RGBB-HEEX,Теплообменники
3080,03-PAL-BL01-VENT,Вентиляторы
3081,11-ZIF-Z123-UPVC-UTOB-KIPA,Оборудование КИПиА
3082,11-ZIF-ZIF4-ORP4-UPRR-TA09,Чан контактный №90
3083,11-ZIF-Z123-ORP3-UFLT-PU11,Насос центробежный №48-2
3084,11-ZIF-Z123-OBOK-BIO2-TA07,Зумпф №160
3085,11-ZIF-Z123-HVHZ-UNFU-PU04-KIPA,Оборудование КИПиА
3086,11-ZIF-ZIF4-GMO4-PU55-KIPA,Оборудование КИПиА
3087,11-ZIF-Z123-OBOK-UPRR-TA09,Чан контактный КЧ-25 №10
3088,05-ZIF-4GTS-HHVR-PUMP,Насосы
3089,11-ZIF-ZIF4-ORP4-UIZK-VENT,Вентиляторы
3090,11-ICC-LGMP-EQUI,Оборуд-е ремонтное и диагностическое
3091,11-ZIF-Z123-ORP1-USGN,Участок сгущения ОРПиО-1
3092,11-RUD-CGTR-SETT-UDST-OS02,Снегоуборщик №10
3093,11-ZIF-Z123-OBOK-BIO2-TA18-KIPA,Оборудование КИПиА
3094,11-ZIF-ZIF4-UPRG-PW01-DISD,Устройства распределительные
3095,11-ZIF-ZIF4-GMO4-UPSV-LIFT,Оборудование грузоподъемное
3096,11-ZIF-Z123-ORP2-USGN-PU15-KIPA,Оборудование КИПиА
3097,73-BOD-TRUC-TR83,Автомобиль легковой №У999РК38
3098,05-SGE-CTVS-UTVS-UEXP-BBPG-PUMP,Насосы
3099,72-OMK-TRUC-TR0V,Автобус специальный №Н564АВ49
3100,11-MGO-CRGT-RGBV-LF07,Автопогрузчик
3101,11-ZIF-Z123-PLAV-OVEN,Печи
3102,11-ZIF-Z123-SKSK-SHLD,"Шкафы, щиты, панели"
3103,03-ZIF-0GMO-UOBS-PU04-KIPA,Оборудование КИПиА
3104,11-ZIF-ZIF4-ORP4-PUMP,Насосы
3105,11-ZIF-Z123-ORP3-PIPE,Трубопроводы
3106,14-OZH-BL09,Гостиница №Гостиница
3107,11-ZIF-ZIF4-ORP4-RP01-BUSB,Токопроводы и шинопроводы
3108,73-BOD-TRUC-TR0Q,ТЯГАЧ СЕДЕЛЬНЫЙ №А723ВТ
3109,05-SGE-CSPS-URZA,Участок релейной защиты
3110,05-SGE-CSPS-UPST-MLDZ-EAPP,Аппараты электрические
3111,11-ZIF-ZIF4-GMO4-USOC-PU41-KIPA,Оборудование КИПиА
3112,11-ZIF-ZIF4-GMO4-UFLT-PU12-VALV,Запорно-регулирующая арматура
3113,05-ZIF-2ORP-1OIZ-TA01-KIPA,Оборудование КИПиА
3114,05-SGE-CSPS-UEUK,Энергоучасток карьера ЭУК
3115,71-TRA-AVTR-AVTP-TR58,Автобус специальный №Н966МХ124
3116,71-LES-TRUC-TR15,Прицеп-самосвальный №МА026124
3117,11-OZH-OZVP-BL13,Здание Общежит №15 стр.№1.15 на 285 мест
3118,11-ZIF-ZIF4-UPRG-LIFT,Оборудование грузоподъемное
3119,11-ZIF-Z123-GMO1-UREG-TA13-KIPA,Оборудование КИПиА
3120,71-TRA-AVTR-AVT3-TR0C,Полуприцеп №МР089624
3121,11-ZIF-Z123-GMO1-UREG-TA13,Колонна регенерации №115-3
3122,11-ZIF-Z123-GMO3-USRB-TA18,Чан контактный №196-7
3123,11-ZIF-ZIF4-ORP4-UPRR-TA06,Чан контактный №112
3124,03-ZIF-FUNC,Сооружения очистные
3125,05-ZIF-3GMU-1OSC-3US1-DY01,Сгуститель радиальный I.811
3126,11-RUD-CGTR-SEBT-CD41,Самосвал карьерный №742
3127,11-ZIF-ZIF4-KIP4-MACH,Оборудование станочное
3128,72-OMK-TRUC-TR33,Автобус специальный №В453ЕУ49
3129,03-ZIF-0GMO-INTC-MQ03-KIPA,Оборудование КИПиА
3130,11-ZIF-ZIF4-GMO4-UOSH-TA22-KIPA,Оборудование КИПиА
3131,11-ZIF-Z123-GMO3-UDEL-TA16-SELC,Силовая электроника
3132,11-ZIF-Z123-OBOK-BIO4-RP09-DISD,Устройства распределительные
3133,03-ZIF-HHOZ-PU02-KIPA,Оборудование КИПиА
3134,11-ZIF-ZIF4-UPRG-PU20-VALV,Запорно-регулирующая арматура
3135,72-OMK-TRUC-TR72,Самосвал №В643РВ49
3136,11-ZIF-Z123-ORP3-UPRR-PU06-KIPA,Оборудование КИПиА
3137,03-KON-PBLZ,Парк спецтехники на шасси БелАЗ
3138,71-NAZ-SKLA-SGSM,ПП Назимово. Склад ГСМ
3139,05-SGE-CSPS-UPST-PW24,1КТП1 ЭО МПСИ
3140,11-ZIF-ZIF4-ORP4-UIZK-CONV,Оборудование транспортно-конвейерное
3141,71-TRA-AVTR-AVT1-TR49,Машина комбинированная №Н934МХ124
3142,11-RUD-CGTR-SEBT-SPCT-TN09,Машина поливооросительная №216
3143,05-KAR-UOGR-W202,Экскаватор электрический №2
3144,11-ZIF-Z123-HVHZ-PW02-DISD,Устройства распределительные
3145,71-TRA-AVTR-AVT2-TR0V,Прицеп №МР5432
3146,72-OMK-TRUC-TRG5,Автомобиль грузовой-борт.Hilux A345BE 49
3147,3,АО Полюс Вернинское
3148,73-BOD-AVRM-LIFT,Оборудование грузоподъемное
3149,11-ZIF-Z123-GMO3-USRB-TA19,Чан контактный №196-8
3150,11-RUD-CGTR-SEBT-CF02,Самосвал карьерный №137
3151,11-ZIF-Z123-ORP3-PW03-EAPP,Аппараты электрические
3152,11-RUD-CGTR-SETT-UCTT-LF15,Погрузчик фронтальный №3509
3153,11-CSP-UAKS-PUMP,Насосы
3154,11-ZIF-Z123-OBOK-OFZF-ASUT,АСУТП
3155,03-ZAP-CS09,Отстойник обезвреж. хвостов ГМО Уч. Зап
3156,11-ZIF-Z123-GMO3-USRB-PU36-KIPA,Оборудование КИПиА
3157,03-ZIF-0GMO-UGHD-OV02,Электропечь обжиговая поз.510-13
3158,11-ZIF-ZIF4-ORP4-UFLT-TANK-KIPA,Оборудование КИПиА
3159,05-SGE-CTVS-UKTL-KSTZ-TANK,Оборудование емкостное
3160,11-ZIF-ZIF4-HVHZ-SHLD,"Шкафы, щиты, панели"
3161,71-TRA-AVTR-AVT2-TR2D,Прицеп №МС301124
3162,11-ZIF-ZIF4-ORP4-UDSF-MILL,Оборудование дробильно-размольное
3163,11-ZIF-ZIF4-ORP4-UIZK-PU12-KIPA,Оборудование КИПиА поз.10-8
3164,11-ICC-LPMP-SIZE,Оборуд-е для классификации по крупности
3165,11-ZIF-Z123-ORP3-UKRD-VENT,Вентиляторы
3166,71-TRA-AVTR-AVT2-TR1M,Прицеп-самосвальный №МС2990
3167,11-ZIF-Z123-HVHZ-RP10-DISD,Устройства распределительные
3168,05-ZIF-2ORP-1OIZ-SIZE,Оборуд-е для классификации по крупности
3169,11-ZIF-ZIF4-ORP4-UDSF-BLDN,Здания производственные и бытовые
3170,05-ZIF-2ORP-2OGR-MQ15,Концентратор гравитац. I.046.6
3171,11-ZIF-Z123-UPPR-KPRK-TA09-KIPA,Оборудование КИПиА
3172,71-TRA-AVTR-AVT2-TRAN,Автотранспорт
3173,73-BOD-TRUC-TR1E,Авто спец УСТ 54535R B123XB49
3174,05-ZIF-3GMU-1OSC-4US2-PU17,Насос перекачки I.826.2
3175,71-TRA-AVTR-AVT2-TR4V,Автоцистерна №Т830ХУ24
3176,05-ZIF-3GMU-1OSC-2UIK-PU03,Насос ц/б герм I.771.1
3177,11-ZIF-Z123-UOSO-PI02-KIPA,Оборудование КИПиА
3178,11-ZIF-Z123-GMO1-USRB-TA15,Колонна сорбции №103/2-1
3179,11-ZIF-Z123-ORP2-UFLT-PU06-KIPA,Оборудование КИПиА
3180,71-PPE-TEHS-AVRM-DCMT,Машины электрические
3181,11-ZIF-Z123-STKM-UKM2-KMP2-SGR2,Станция градирни №2
3182,05-KAR-UOGR-PGFR,Погрузчики фронтальные
3183,11-RUD-CBVZ-P202,Станок буровой №56
3184,11-RUP,Ремонтное управление
3185,05-ZIF-2ORP-1OIZ-CN09-KIPA,Оборудование КИПиА
3186,11-ENC-TEC1-TNC2-PWCO,Подстанции трансформаторные
3187,73-VER-TRUC-TR81,Полуприцеп-тяжеловоз №АН6497
3188,11-ZIF-ZIF4-ORP4-UIZK-PU07,Насос центробежный №10-4
3189,11-ZIF-ZIF4-UPRG-PU22,Насос центробежный №А-07-2
3190,74-LIF-LF03,Автокран КС-65717 У904МК14
3191,71-TRA-AVTR-AVT3-TR2Z,Полуприцеп-цистерна №МУ266324
3192,11-RUD-CGTR-SEBT-CD60,Самосвал карьерный №761
3193,11-ZIF-Z123-GMO2-USR2-TA46,Колонна сорбции №157-5/4
3194,11-ENC-TEC2-VENT,Вентиляторы
3195,11-RUD-CBVZ-DE01,Станок буровой №01
3196,11-ZIF-Z123-ORP1-USGN-KIPA,Оборудование КИПиА
3197,14-OZH-EQUI,Оборуд-е ремонтное и диагностическое
3198,03-ZIF-ORPO-KSGF-TA04,Ёмкость подогрева воды поз.37B
3199,11-ZIF-ZIF4-HVHZ-PU05-KIPA,Оборудование КИПиА
3200,03-UTS-0LOS-0KOS-PUMP,Насосы
3201,72-OMK-TRUC-LF03,Погрузчик телескопический №49ММ7366
3202,11-RUD-CGTR-SEBT-CC62,Самосвал карьерный №514
3203,72-OMK-TRUC-TR10,Автомобиль грузовой-бортовой №А218АН49
3204,11-ZIF-Z123-ORP3-UIKR-ML03,Дробилка конусная №31-3
3205,11-ZIF-Z123-ORP2-UFLT-TA10,Чан контактный №53-2
3206,71-LES-UREM-BL01-VENT,Система вентиляции РММ
3207,11-ZIF-ZIF4-GMO4-USOC-PU33,Насос центробежный 144-1
3208,11-GRS-UBUR-BZ01,Бульдозер гусеничный №КУ116524
3209,05-PAL-BL02-PUMP,Насосы
3210,11-ZIF-Z123-UPVC-UCEN-PU16-KIPA,Оборудование КИПиА
3211,11-RUD-CGTR-SETT-UDST-LF01,Погрузчик фронтальный №04
3212,11-ZIF-Z123-ORP1-HEAT,Оборудование отопления и кондиционир-я
3213,11-ZIF-ZIF4-ORP4-UFLT-MQ12-KIPA,Оборудование КИПиА поз.63-2-5
3214,11-ZIF-ZIF4-GMO4-UDKU-TA05,Установка десорбции и электролиза №3
3215,03-ZIF-ENSZ-SH02-SUIE,Системы учета/измерений электронергии
3216,11-ZIF-Z123-STKM-UKM1-KMP1-PW01,Комплектная трансформаторная подстанция
3217,11-RUP-UGPM,Участок по ремонту ГПМ РУП
3218,05-SGE-CTVS-UKTL-U928-TECH,Оборудование тепломеханическое
3219,05-SGE-CTVS-KZIF-KTL1-TH04-CONV,Оборудование транспортно-конвейерное
3220,11-ZIF-ZIF4-GMO4-UFLT-FI04-KIPA,Оборудование КИПиА
3221,11-ZIF-Z123-GMO3-UINB-ML01,Мельница шаровая №205
3222,11-ZIF-Z123-OBOK-BIO3-TA12-KIPA,Оборудование КИПиА
3223,11-ZIF-Z123-UPVC-UCEN-PU05,Насос центробежный №510-13
3224,11-ZIF-ZIF4-ORP4-UIZK-PU49-KIPA,Оборудование КИПиА
3225,11-ZIF-Z123-GMO2-USR2-TA46-KIPA,Оборудование КИПиА
3226,11-ENC-UOS1-KNS1,Канализационная насосная станция №1
3227,11-ZIF-ZIF4-GMO4-UDKU,"Участок десорб.,кис.о. и реак.угля ГМО-4"
3228,11-ZIF-ZIF4-ORP4-UGRT-MQ11-VALV,Запорно-регулирующая арматура поз.43-7
3229,05-SGE-CSPS-UPST-PW63,ТП-73 СК-5 БШД Водокачка 2
3230,05-SGE-CSPS-UPST-PW04-DISD,Устройства распределительные
3231,72-OMK-TRUC-LF16,Кран автомобильный №А706АН49
3232,11-CSP-UPSB-PKAR-TRNS,Трансформаторы
3233,11-ZIF-Z123-GMO1-OPKV-PWCO,Подстанции трансформаторные
3234,05-SGE-CTVS-UTVS-UEXP-PL43-NS43-PIPE,Трубопроводы
3235,71-TRA-AVTR-AVT3-TR6G,Автоцистерна №С503МН
3236,11-ZIF-Z123-ORP1-UFLT-TA03,Зумпф №85
3237,11-ZIF-ZIF4-GMO4-USOC-PU36,Насос центробежный герм. №148а
3238,71-LES-TRUC-TR07,Самосвал №К665КЕ
3239,03-ZIF-BL01-KIPA,Оборудование КИПиА
3240,11-ZIF-ZIF4-UPRG-TA04-VALV,Запорно-регулирующая арматура
3241,05-ZIF-2ORP-2OGR-PU03-KIPA,Оборудование КИПиА
3242,11-ZIF-Z123-ORP3-UFLT-PU08-KIPA,Оборудование КИПиА
3243,71-LES-OZHL-PWCO,Подстанции трансформаторные
3244,11-ZIF-ZIF4-GMO4-UDKU-OV02,Печь реактивации №292-2
3245,11-ZIF-ZIF4-ORP4-UIZK-PU39-KIPA,Оборудование КИПиА
3246,03-KON-OBSL-OB05,БелАЗ-7547 №2444
3247,11-ZIF-Z123-GMO3-UFLT-KO15-KIPA,Оборудование КИПиА
3248,11-ZIF-Z123-ORP2-UFLT-TA18-KIPA,Оборудование КИПиА
3249,11-ZIF-Z123-UOSO-PU19-KIPA,Оборудование КИПиА
3250,72-OMK-UREM-WELD,Оборудование сварочное
3251,05-ZIF-2ORP-1OIZ-CN07,Конвейер ленточный наклонный I.012
3252,11-OZH-OZSE-BL01,"База Теремок, г. Северо-Енисейск"
3253,05-SGE-CSPS-UPST-TCHP-BB01,Секция шин №1
3254,05-ZIF-2ORP-1OIZ-HC01-HC12-KIPA,Оборудование КИПиА
3255,11-ZIF-ZIF4-ORP4-UFLT-TA08-KIPA,Оборудование КИПиА поз.64
3256,73-VER-SKLA-AHOP-CS04,"Склад циан. натр., сол. кисл. Склад АХОВ"
3257,05-SGE-CTVS-UTVS-UEXP-PL43-NS43,Насосная станция 43 площадки
3258,73-BOD-SKLA-SMTR,ПБ Бодайбо. Склад МТР
3259,11-RUD-VOST-BLDN,Здания производственные и бытовые
3260,11-RUD-VOST-UGVS-E501,Экскаватор электрический №05
3261,11-ZIF-Z123-HVHZ-SNOV-PU14-KIPA,Оборудование КИПиА
3262,11-OZH-OZBG-PW01,Здание КТП-36 Благодатное
3263,11-ZIF-Z123-STKM-UKM1-KMP1-RP03-EAPP,Аппараты электрические
3264,11-ZIF-ZIF4-GMO4-USOC-PU44,Насос центробежный №162-5
3265,11-ZIF-Z123-OBOK-KIPA,Оборудование КИПиА. Резерв
3266,11-ZIF-ZIF4-ORP4-UDSF-ML01,Мельница шаровая №31-3
3267,11-ZIF-Z123-GMO1-OPBI-TA08-KIPA,Оборудование КИПиА
3268,11-ZIF-Z123-ORP1-RP02,Распределительный пункт РП-2
3269,71-TRA-AVTR-AVTP-TR2Q,Автобус вахтовый №В249РА124
3270,05-SGE-CTVS-KZIF-KTL1-TH03-TANK,Оборудование емкостное
3271,71-TRA-AVTR-AVTP-TRV7,Автобус вахтовый ГИРД  г/н с441рм124
3272,11-ZIF-Z123-GMO2-UREG-TA50,Чан контактный №247-1
3273,11-ZIF-Z123-ORP3-USGN-TA03,Чан контактный №107-2
3274,03-ZAP-BL02,Общежитие ИТР №1 Участок Западный (СЛ)
3275,11-ZIF-Z123-GMO1-SELC,Силовая электроника
3276,11-ZIF-Z123-GMO1-OPBI-SPEC,Оборудование специального назначения
3277,05-ZIF-2ORP-2OGR-TA06,Зумпф концентрата флотации I.208
3278,72-OMK-TRUC-TRF3,Автомобиль грузовой-борт.Hilux№А081ВЕ49
3279,05-ZIF-2ORP-1OIZ-SI02,Грохот вибр. I.002.02
3280,71-TRA-AVTR-AVTP-TR5M,Автомобиль пассажирский В656ОС124
3281,11-ZIF-Z123-GMO2-USR2-TA14-KIPA,Оборудование КИПиА
3282,11-ZIF-Z123-ORP2-UFLT-PU30-KIPA,Оборудование КИПиА
3283,11-ZIF-Z123-ORP3-UIKR-TA07,Бункер №16-1
3284,11-ZIF-ZIF4-ORP4-UFLT-MQ08-VA01,Клапан донный регулирующий 63-2-1.1
3285,05-ZIF-3GMU-1OSC-HEEX,Теплообменники
3286,11-RUD-CGTR-SETT-UDOT-OS17,Автогрейдер №3714
3287,11-ZIF-Z123-ORP3-UIKR-PU20-KIPA,Оборудование КИПиА
3288,11-CSP-UPSB-PKAR-PWCO,Подстанции трансформаторные
3289,03-ZIF-ORPO-UPFL-PU27-KIPA,Оборудование КИПиА
3290,11-ICC-LAMS-TANK,Оборудование емкостное
3291,11-ZIF-Z123-OBOK-OFZF-CS02-KIPA,Оборудование КИПиА
3292,11-ZIF-ZIF4-GMO4-UOPL-PUMP,Насосы
3293,71-TRA-AVTR-AVT3-TR13,Автомобиль бортовой №А845НН124
3294,71-TRA-AVTR-AVTP-TR63,Автобус специальный №Н993МХ124
3295,05-ZIF-2ORP-1OIZ-PU20-KIPA,Оборудование КИПиА
3296,05-SGE-CSPS-UPST-PW90-DISD,Устройства распределительные
3297,03-KON-0PGA-TRAN,Автотранспорт
3298,03-ZIF-ORPO-GROH-TA01-KIPA,Оборудование КИПиА
3299,11-ZIF-Z123-ORP1-USGN-DY02-KIPA,Оборудование КИПиА
3300,11-ZIF-ZIF4-ORP4-UFLT-PU23,Насос центробежный герм. №68-7
3301,11-RUD-CGTR-SEBT-CD09,Самосвал карьерный №709
3302,11-ZIF-Z123-UOIZ-SHLD,"Шкафы, щиты, панели"
3303,11-ZIF-ZIF4-ORP4-UGRT-MQ04-KIPA,Оборудование КИПиА поз.43-12
3304,71-TRA-AVTR-AVTP-TR48,Автомобиль легковой №К842КК124
3305,11-ZIF-Z123-STKM-UKM2-KO01,Компрессор винтовой №11
3306,71-TRA-AVTR-AVT2-TR39,Тягач бортовой №В960АТ124
3307,05-SGE-CSPS-UPST-PW55-DISD,Устройства распределительные
3308,11-ZIF-Z123-ORP2-UFLT-PU09,Насос центробежный №28-2
3309,11-ZIF-Z123-GMO1-OPBI-SIZE,Оборуд-е для классификации по крупности
3310,11-ZIF-Z123-GMO3-URUG-TA05,Колонна неподвижного сорбента №238-3
3311,71-NAZ-TRUC-BZ02,Бульдозер гусеничный №9693МВ24
3312,72-OMK-TRUC-TR1J,Автомобиль с КМУ №С756АВ49
3313,11-CSP-UDES-ASUT,АСУТП
3314,11-ZIF-Z123-ORP1-UIKR-PU14-KIPA,Оборудование КИПиА
3315,11-ZIF-Z123-UOIZ-CN13,Питатель пластинчатый №32
3316,11-ZIF-ZIF4-ORP4-KKDR-MILL,Оборудование дробильно-размольное
