,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Название технического места
399,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание 1,APP1,1100360166,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-03-29,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1628,03-CTT-KM08,1213011320.0,E01_01,Самосвалы карьерные,100000022744,Самосвал карьерный HD1500-8 №1628,E01_01,Самосвалы карьерные,Самосвал №1628,03-CTT-K150,first03-CTT-KM08,first03,03,CTT,03-CTT,KM08,-,KM08,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
400,ЭД асинх АИР132S4,100000009714,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359697,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-03-29,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
401,ЭД асинх АИР132S4,100000009597,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359495,(ТО) АИР132S4,НЕВЫ ПКАЛ ЗАКР ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-01-17,3,1,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
402,ЭД асинх АИР132S4,100000009599,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359703,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-02-26,3,2,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
403,ЭД асинх АИР80S4,100000009718,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359725,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-29,2022-03-29,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР80S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
404,ЭД асинх АИР132S4,100000009598,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359499,(ТО) АИР132S4,НЕВЫ ПКАЛ ЗАКР ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-01-17,3,1,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
405,ЭД асинх АИР132S4,100000009713,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359707,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-02-25,3,2,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
406,Самосвал карьерный HD1500-8 №1628,100000022744,ТР Самосвал HD1500-8 №1628,Текущий ремонт,APP1,1100381176,ТР Самосвал HD1500-8 №1628,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-03-29,2022-03-29,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1628,03-CTT-KM08,1213011320.0,E01_01,Самосвалы карьерные,100000022744,Самосвал карьерный HD1500-8 №1628,E01_01,Самосвалы карьерные,Самосвал №1628,03-CTT-K150,first03-CTT-KM08,first03,03,CTT,03-CTT,KM08,-,KM08,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
407,ЭД асинх АИР80S4,100000009709,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359309,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  МТРЦ ТКБЕ СГГС,2022-03-29,2022-02-26,3,2,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР80S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
408,Экскаватор гидравл. PC400-7 №1211,100000008677,Экскаватор PC400-7 №1211 МТЧ,Текущий ремонт,APP1,1100361392,ТР двигателя,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-03-30,2022-04-03,3,4,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1211,03-RUD-EKSK-VOBR-EX04,1214011820.0,E03_01,Экскаваторы гидравлические,100000008677,Экскаватор гидравл. PC400-7 №1211,E03_01,Экскаваторы гидравли,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
409,Экскаватор гидравл. PC400-7 №1211,100000008677,Экскаватор PC400-7 №1211,Текущий ремонт,APP1,1100361014,ТР гидросистемы,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-03-30,2022-04-03,3,4,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1211,03-RUD-EKSK-VOBR-EX04,1214011820.0,E03_01,Экскаваторы гидравлические,100000008677,Экскаватор гидравл. PC400-7 №1211,E03_01,Экскаваторы гидравли,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
410,Экскаватор гидравл. PC400-7 №1211,100000008677,Экскаватор PC400-7 №1211 МТЧ,Текущий ремонт 2,APP1,1100361109,ТР2 рабочего оборудования,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-30,2022-03-23,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1211,03-RUD-EKSK-VOBR-EX04,1214011820.0,E03_01,Экскаваторы гидравлические,100000008677,Экскаватор гидравл. PC400-7 №1211,E03_01,Экскаваторы гидравли,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
411,Экскаватор гидравл. PC400-7 №1211,100000008677,Экскаватор PC400-7 №1211 МТЧ,Техническое обслуживание 2,APP1,1100361086,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ СГГС,2022-03-30,2022-02-15,3,2,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1211,03-RUD-EKSK-VOBR-EX04,1214011820.0,E03_01,Экскаваторы гидравлические,100000008677,Экскаватор гидравл. PC400-7 №1211,E03_01,Экскаваторы гидравли,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
412,Самосвал карьерный БЕЛАЗ-7547 №2442,100000068228,(ТО) БелАЗ 7451 СЛ №2,Техническое обслуживание 1,APP1,1100368858,(ТО1) БелАЗ 7451 СЛ №2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-03-31,2022-03-31,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,1245112123.0,E01_01,Самосвалы карьерные,100000068228,Самосвал карьерный БЕЛАЗ-7547 №2442,E01_01,Самосвалы карьерные,БелАЗ-7547 №2442,03-KON-OBSL-PBEL,first03-KON-OBSL-OB03,first03,03,KON,03-KON,OBSL,-,OBSL,OB03,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
413,Самосвал карьерный HD1500-8 №1623,100000006410,Самосвал HD1500-8 №1623,Замена,APP1,1100360749,Замена колес,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-03-31,2022-03-31,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1623,03-CTT-KM03,1213011320.0,E01_01,Самосвалы карьерные,100000006410,Самосвал карьерный HD1500-8 №1623,E01_01,Самосвалы карьерные,Самосвал №1623,03-CTT-K150,first03-CTT-KM03,first03,03,CTT,03-CTT,KM03,-,KM03,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
414,Самосвал карьерный HD1500-8 №1623,100000006410,Самосвал HD1500-8 №1623 МТЧ,Техническое обслуживание 2,APP1,1100360759,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-03-31,2022-03-31,3,3,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1623,03-CTT-KM03,1213011320.0,E01_01,Самосвалы карьерные,100000006410,Самосвал карьерный HD1500-8 №1623,E01_01,Самосвалы карьерные,Самосвал №1623,03-CTT-K150,first03-CTT-KM03,first03,03,CTT,03-CTT,KM03,-,KM03,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
415,Экскаватор гидравл. PC400-7 №1202,100000008676,Экскаватор PC400-7 №1202 МТЧ,Техническое обслуживание 1,APP1,1100360773,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-02,2022-04-22,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1202,03-RUD-EKSK-VOBR-EX02,1214011820.0,E03_01,Экскаваторы гидравлические,100000008676,Экскаватор гидравл. PC400-7 №1202,E03_01,Экскаваторы гидравли,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
416,Экскаватор электрический WK-20 №1220,100000007087,Экскаватор WK-20 МТЧ,Техническое обслуживание 1,APP1,1100354104,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-04-02,2022-04-11,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический WK-20 №1220,03-RUD-EKSK-OOBR-EX04,1212011520.0,E03_02,Экскаваторы электрические,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
417,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТО БелАЗ 7451 СЛ №6,Техническое обслуживание 2,APP1,1100368816,ТО-2 БелАЗ 7451 СЛ №6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-02,2022-04-02,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
418,Экскаватор гидравл. PC400-7 №1202,100000008676,Экскаватор PC400-7 №1202 МТЧ,Замена,APP1,1100367645,Замена двигателя,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-04-02,2022-04-22,4,4,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1202,03-RUD-EKSK-VOBR-EX02,1214011820.0,E03_01,Экскаваторы гидравлические,100000008676,Экскаватор гидравл. PC400-7 №1202,E03_01,Экскаваторы гидравли,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
419,Экскаватор гидравл. PC400-7 №1202,100000008676,Экскаватор PC400-7 №1202 МТЧ,Текущий ремонт 1,APP1,1100361250,ТР1 рабочего оборудования,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-02,2022-05-07,4,5,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1202,03-RUD-EKSK-VOBR-EX02,1214011820.0,E03_01,Экскаваторы гидравлические,100000008676,Экскаватор гидравл. PC400-7 №1202,E03_01,Экскаваторы гидравли,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
420,Самосвал карьерный HD785-5 №1606,100000008664,Самосвал HD785-5 №1606 МТЧ,Техническое обслуживание 3,APP1,1100532607,Техническое обслуживание 3,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП ГИП  ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-04-02,2022-01-23,4,1,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-5 №1606,03-CTT-KH04,1213011220.0,E01_01,Самосвалы карьерные,100000008664,Самосвал карьерный HD785-5 №1606,E01_01,Самосвалы карьерные,Самосвал №1606,03-CTT-K785,first03-CTT-KH04,first03,03,CTT,03-CTT,KH04,-,KH04,no_data,no_data,Полюс Вернинское,472,Самосвалы Komatsu HD785-5
421,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание 1,APP1,1100364224,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-04-02,2022-05-03,4,5,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1630,03-CTT-KM10,1213011320.0,E01_01,Самосвалы карьерные,100000071921,Самосвал карьерный HD1500-8 №1630,E01_01,Самосвалы карьерные,Самосвал №1630,03-CTT-K150,first03-CTT-KM10,first03,03,CTT,03-CTT,KM10,-,KM10,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
